en_name,img_link,category_name,company,effective_material,price,usage,ar_name
Ciprofloxacin 750 mg 10 tab organopharma,https://dwaprices.com/upload/1675337782.jpg,مضاد حيوي,Pharco,ciprofloxacin,36,"
مضاد حيوي",1سيبروفلوكساسين 750 مجم 10 اقراص 750  10  
Xithrone 500mg 5 f.c.tab.,https://www.dwaprices.com/upload/1675412380.jpg,مضاد حيوي,Amoun,azithromycin,45,"
مضاد حيوي",1زيثرون 500 مجم 5 اقراص 500 5 
Duricef 1gm 8 dispersable tab.,https://www.dwaprices.com/upload/1675426849.jpg,مضاد حيوي,Smithkline beecham,cefadroxil,30,"
مضاد حيوي",2ديورسيف 1جم 8 اقراص قابلة للانتشار 1 8  
Silvazine 1% cream 30 gm,https://www.dwaprices.com/upload/1675504450.jpg,مضاد حيوي,Unipharma co.,silver sulfadiazine,15,"
antibiotic topical",4سيلفازين كريم 30 جرام 1%  30 
Epizithro 500 mg 3 caps.,https://www.dwaprices.com/upload/1675416143.jpg,مضاد حيوي,Eipico,azithromycin,21.5,"
مضاد حيوي",1ابيزيثرو 500 مجم 3 كبسولات 500  3 
Moflox 400 mg 5 tab,https://www.dwaprices.com/upload/1675412492.jpg,مضاد حيوي,انتاج :,moxifloxacin,54,"
مضاد حيوي",2موفلوكس 400مجم 5 قرص 400  5 
Torbener 300mg 10 h.g. caps.,https://www.dwaprices.com/upload/1675415846.jpg,مضاد حيوي,Utopia pharmaceuticals company,cefdinir,52.5,"
مضاد حيوي",2توربينير 300مجم 10 كبسولات 300 10  
Imipenem/cilastatin-kabi 500/500mg 10 i.v. vial 20ml,https://www.dwaprices.com/upload/1675415951.jpg,مضاد حيوي,Fresenius kabi > egyptian group for import & export,"cilastatin,imipenem",1060,"
مضاد حيوي",1اميبينيم/سيلاستاتين-كابي 500/500مجم 10 فيال وريد 20مل/- 500/500 10   20
Torbener 125mg/5ml pd. for oral susp. 60 ml,https://www.dwaprices.com/upload/1675509627.jpg,مضاد حيوي,Utopia pharmaceuticals company,cefdinir,36,"
مضاد حيوي",3توربينير 125مجم/5مل معلق 60 مل 125/5     60 
Cefazone plus 1.5gm vial,https://www.dwaprices.com/upload/1676299289.jpg,مضاد حيوي,Pharco b,"cefoperazone,sulbactam",48,"
antibiotic.cephalosporin.third-generation",8سيفازون بلس 15جم فيال  15 
Fucidin 2% cream 15 gm,https://www.dwaprices.com/upload/1675589196.jpg,مضاد حيوي,Mina pharm,fusidic acid,23,"
مضاد حيوي موضعي",5فيوسيدين 2% كريم 15 جرام 2%  15 
Septrin d.s 10 coated tab.,https://dwaprices.com/upload/777777.jpg,مضاد حيوي,Glaxo smithkline,"sulphamethoxazole,trimethoprim",18,"
مضاد حيوي من عائلة السلفا",4سبترين دي اس اقراص مضاعف قوة 10 قرص  10  
Duricef 500mg/5ml susp. 60ml,https://www.dwaprices.com/upload/1675427035.jpg,مضاد حيوي,Smithkline beecham,cefadroxil,36,"
مضاد حيوي.",1ديورسيف 500 مجم 60 مل شراب 500/5  60
Floxepci 400mg 10 f.c. tab,https://www.dwaprices.com/upload/1675510454.jpg,مضاد حيوي,Egpi > globe international pharmaceuticals,moxifloxacin,80,"
مضاد حيوي",3فلوكسيبسي 400مجم 10 اقراص 400 10  
Azrolid 500mg 3 tablets,https://www.dwaprices.com/upload/1675589932.jpg,مضاد حيوي,Amriya,azithromycin,21.6,"
مضاد حيوي",4ازروليد 500مجم 3 اقراص 500 3 
Levanic 500mg 5 f.c. tab.,https://www.dwaprices.com/upload/1675503145.jpg,مضاد حيوي,Mup,levofloxacin,35,"
مضاد حيوي",2ليفانيك 500مجم 5 اقراص 500 5  
Doxymycin 100 mg 10 caps.,https://www.dwaprices.com/upload/1675607468.jpg,مضاد حيوي,El nile.,doxycycline,12,"
مضاد حيوي",6دوكسي مايسين 100 مجم 10 كبسولات 100  10 
Levofloxacin 750mg 5 f.c. tablets,https://www.dwaprices.com/upload/1675509790.jpg,مضاد حيوي,Marcyrl co.,levofloxacin,25.2,"
مضاد حيوي",3ليفوفلوكساسين 750مجم 5 قرص 750 5  
Blephadexoline eye drops 10 ml,https://www.dwaprices.com/upload/1675589293.jpg,مضاد حيوي,Talent pharma group,"chloramphenicol,dexamethasone,tetrahydrozoline",23,"
قطرة عين مضاد حيوي ومضاد التهاب ومضاد احتقان",4بليفاديكسولين قطرة عين 10 مل   10 
Tegasterk 50mg i.v. vial,https://www.dwaprices.com/upload/1675589293.jpg,مضاد حيوي,Hikma,tigecycline,150,"
مضاد حيوي",30 - تيجاستيرك 50مجم فيال وريد 50  
Keflex 500mg 12 cap,https://www.dwaprices.com/upload/1675504148.jpg,مضاد حيوي,Epci,cefalexin,27,"
مضاد حيوي",2كيفلكس 500مجم 12 كبسولة 500 12 
Meronem 1gm i.v. vial,https://www.dwaprices.com/upload/1675509885.jpg,مضاد حيوي,Astra zeneca > pfizer,meropenem,228,"
مضاد حيوي",3ميرونيم 1جم  فيال للحقن الوريدي  1  
Hibiotic n 460mg susp 60ml,https://www.dwaprices.com/upload/1675590962.jpg,مضاد حيوي,Amoun,"amoxycillin,clavulanic acid",41.5,"
مضاد حيوي",5هاي بيوتك ان 457مجم معلق60 مل  460  60
Tygacil 50mg i.v. vial,https://www.dwaprices.com/upload/1675587682.jpg,مضاد حيوي,Pfizer,tigecycline,390,"
مضاد حيوي",3تيجاسيل 50مجم حقنة وريد فيال 50  
Ceftriaxone 1gm i.m. vial sandoz,https://www.dwaprices.com/upload/1675588605.jpg,مضاد حيوي,Pharco b > novartis,ceftriaxone,52.25,"
مضاد حيوي",3سيفترياكسون 1جم فيال عضل ساندوز  1   
Klacid 500mg 14 f.c. tablets,https://www.dwaprices.com/upload/1675590507.jpg,مضاد حيوي,Kahira > abbott laboratories,clarithromycin,117.75,"
مضاد حيوي",4كلاسيد 500مجم 14 اقراص 500 14  
Levoflox 500  mg 5 tab,https://www.dwaprices.com/upload/1675587551.jpg,مضاد حيوي,Memphis,levofloxacin,25.25,"
مضاد حيوي",3ليفوفلوكس 500مجم 5 قرص 500   5 
Zisrocin 500mg 3 cap,https://www.dwaprices.com/upload/1675587463.jpg,مضاد حيوي,Egyphar,azithromycin,32.5,"
مضاد حيوي",2زيسروسين 500مجم 3 كبسولات 500 3 
Ayapenam vial for i.v. inf.,https://www.dwaprices.com/upload/1675595946.jpg,مضاد حيوي,Mup > zad,"cilastatin,imipenem",106,"
مضاد حيوي",50 - ايابينام حقن وريد    
Infectomycin 500mg 6 f.c. tabs.,https://www.dwaprices.com/upload/1676298034.jpg,مضاد حيوي,Egpi > ranbaxy,azithromycin,33,"
مضاد حيوي",6انفكتوميسين 500مجم 6 اقراص 500 6  
Cefixime 100mg 60ml syrup,https://www.dwaprices.com/upload/1675943315.jpg,مضاد حيوي,Pharco b,cefixime,32.4,"
مضاد حيوي",6سيفيكسيم 100مجم 60مل شراب 100 60 
Xoraxon 1gm i.m. vial,https://www.dwaprices.com/upload/1676297335.jpg,مضاد حيوي,Mup,ceftriaxone,29,"
مضاد حيوي",6زوراكسون 1جم فيال حقن عضلي 1  
Rimactane 300mg 8 capsules,https://www.dwaprices.com/upload/1676473746.jpg,مضاد حيوي,Novartis,rifampicin,10.1,"
مضاد حيوي . مضاد للدرن",8ريمكتان 300مجم 8 كبسولات 300 8 
Dermazin 1% cream 30 gm,https://www.dwaprices.com/upload/1675589591.jpg,مضاد حيوي,Mup > sandoz,silver sulfadiazine,8,"
كريم مضاد حيوي , علاج الجروح والحروق, تقليل الالام و الاحمرار والحكة",3ديرمازين 1% كريم 30 جم 1%  30 
Standiga 50 mg i.v. vial,https://www.dwaprices.com/upload/1676387693.jpg,مضاد حيوي,Global pharmaceutical industries > amoun,tigecycline,130,"
antibiotic",5ستانديجا 50مجم فيال للحقن الوريدي 50   
Amikacin 500mg vial (Amoun),https://i.imgur.com/OR0PUzF.jpg,مضاد حيوي,Amoun,amikacin,16,"
مضاد حيوي",5اميكاسين 500مجم 1 فيال - آمون 500  ()
Doxycost 200mg 10 tabs.,https://www.dwaprices.com/upload/1676386114.jpg,مضاد حيوي,Global napi pharmaceuticals > penta pharma-egypt,doxycycline,29,"
مضاد حيوي",6 دوكسي كوست 200مجم 10 اقراص 200 10 
Ciprodiazole 500/500mg 20 f.c. tabs,https://www.dwaprices.com/upload/1676386114.jpg,مضاد حيوي,Mina pharm,"ciprofloxacin,metronidazole",78,"
antibiotic quinolone with antiprotozoal",8سيبروديازول 500/500مجم 20 قرص 500/500 20  
Zithrokan 500mg 3 cap,https://www.dwaprices.com/upload/1675607351.jpg,مضاد حيوي,Hikma pharma,azithromycin,32.5,"
مضاد حيوي",5زيثروكان 500مجم 3 كبسولات 500 3 
Mesporin 1000mg i.v. vial,https://www.dwaprices.com/upload/1675607274.jpg,مضاد حيوي,Sigma tec,ceftriaxone,21.75,"
مضاد حيوي",5ميسبورين 1جم فيال للحقن الوريدي 1000  
Monosho 500mg 5 f.c. tabs.,https://www.dwaprices.com/upload/1675595721.jpg,مضاد حيوي,Egpi > arabian international group (aig),levofloxacin,20,"
مضاد حيوي",4مونوشو 500مجم 5 قرص 500 5  
Spirex plus 20 f.c. tabs.,https://www.dwaprices.com/upload/1676472730.jpg,مضاد حيوي,Mup,"metronidazole,spiramycin",48,"
يستخدم كعلاج لخراج الأسنان,الالتهاب الخلوي بالفك,التهاب اللثة.",60 - سبيركس بلس ٢٠ قرص  20  
Xerexomair 500mg 3 tab,https://www.dwaprices.com/upload/1676387225.jpg,مضاد حيوي,Organopharma,azithromycin,21.5,"
مضاد حيوي",7زيركسومير 500 مجم 3 اقراص 500 3 
Ciprocin 750mg 10 f.c. tab.,https://www.dwaprices.com/upload/1676387225.jpg,مضاد حيوي,Eipico,ciprofloxacin,52.5,"
مضاد حيوي",6سيبروسين 750مجم 10 اقراص 750 10  
Fluroflox 400mg 5 f.c. tabs.,https://www.dwaprices.com/upload/1676474918.jpg,مضاد حيوي,Global napi pharmaceuticals > ta pharma,moxifloxacin,54,"
مضاد حيوي",70 - فلوروفلوكس 400مجم 5 قرص 400 5  
Levanic 750 mg 5 tab,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Mup,levofloxacin,35,"
مضاد حيوي",5ليفانيك 750 مجم 5 اقراص 750  5 
Kinomoxi 400 mg 5 f.c. tablets,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Al esraa pharmaceutical optima,moxifloxacin,36,"
مضاد حيوي",6كينوموكسي 400مجم 5 اقراص 400  5  
Mefoxin iv 1gm vials,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Misr pharma,cefoxitin,23.2,"
مضاد حيوي",7ميفوكسين -الوريد - 1 جم- حقن  1 
Zithromax 500mg vial,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Pfizer,azithromycin 500 mg,160,"
مضاد حيوي",5زيثروماكس 500مجم فيال 500 
Cefex 1 gm 8 f.c. tabs.,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Sigma tec > future pharmaceutical industries (fpi),cefadroxil,22.5,"
مضاد حيوي , علاج التهاب الجهاز التنفسي , التهاب العظم والنقي ,التهاب الاذن الوسطي",9سيفيكس 1جم اقراص 1  8  
Fuci-top-c cream 15 gm,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Hikma pharma,"betamethasone,fucidic acid",16.5,"
مضاد حيوي لعلاج العدوي الجلدية والتهابات الجلد",7فيوسي توب سي كريم 15 جرام--  15 
Debacolev 500mg 10 f.c. tabs.,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Debeiky,levofloxacin,29.5,"
مضاد حيوي",8ديباكوليف 500مجم 10 اقراص  500 10  
Floxabact 500mg 10 f.c. tablets,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Eva pharma,levofloxacin,40,"
مضاد حيوي.",8فلوكسابكت 500مجم 10 اقراص 500 10  
Rovac 3 m.i.u. 10 f.c.tab.,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Delta pharma,spiramycin,53,"
مضاد حيوي.ماكرولايد",7روفاك 3 مليون وحدة دولية 10 اقراص 3  10 
Bactomycin oint. 20 gm,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Delta pharma,"bacitracin,neomycin",5,"
antibiotic topical",7باكتومايسين 20جرام مرهم  20 
Xithrone 500mg 3 f.c.tab.,https://dwaprices.com/upload/1676818195.jpg,مضاد حيوي,Amoun,azithromycin,32.5,"
مضاد حيوي",7زيثرون 500 مجم 3 اقراص 500 3 
Decancit s.r 20 f.c.tab,https://dwaprices.com/upload/1635258146.jpg,مضادات الحساسية,Multi-apex,"cetirizine,pseudoephedrine",23,"
علاج التهاب الجيوب الأنفية.
, حساسية وسيلان الأنف.
, احتقان الجيوب الأنفية.
, تخفيف التهاب الحلق.
, تقليل أعراض البرد والانفلونزا.",ديكانست اس ار 20 قرص للجيوب الانفية  20 
Ticanase plus 125/50 mcg nasal spray 15 ml,https://dwaprices.com/upload/1675335475.jpg,مضادات الحساسية,European egyptian pharm. ind.,"azelastine,fluticasone propionate",48,"
موسع للشعب - مضاد التهاب - كورتيزون",تيكانيز بلس 125/50مكجم بخاخ سبراي للانف 15 مل  125/50    15 
Telfast 30mg/5ml susp. 100 ml,https://dwaprices.com/upload/1636736413.jpg,مضادات الحساسية,Sanofi,fexofenadine,23,"
علاج قوي لأعراض الحساسية.
, حالات التهاب الجيوب الأنفية.
, تخفيف العطس والحكة واحمرار العين
, انسداد الأنف و التهاب الحلق والحنجرة.
, نزلات البرد والعطس والكحة.
, الاكزيما والارتيكاريا والصدفية.",تلفاست 30مجم/5مل 100 مل معلق 30/5  100 
Nasopectra 125/50 mcg nasal spray 120 actuations,https://dwaprices.com/upload/1675341867.jpg,مضادات الحساسية,Mdi pharma,"azelastine,fluticasone propionate",61,"
مضاد لحساسية الانف",نازوبكترا 125/50مكجم بخاخ للأنف 125/50    120 
Chlorantine-m 4mg 20 tab.,https://dwaprices.com/upload/1675339868.png,مضادات الحساسية,Misr,chlorpheniramine,1.4,"
مضاد للحساسية , تقليل الالتهابات , تقليل الاحمرار و التورم , تقليل الالام",كلورانتين ام 4مجم 20 قرص- 4 20 
Zyrtec 10mg 20 tab,https://dwaprices.com/upload/1675114117.jpg,مضادات الحساسية,Glaxo smithkline,cetirizine,54,"
antihistamine.antiallergy",1زيرتك 10 مجم 20 قرص 10 20 
Telfast 120mg 20 f.c. tab,https://dwaprices.com/upload/1636736527.jpg,مضادات الحساسية,Sanofi,fexofenadine,54,"
علاج قوي لأعراض الحساسية.
, حالات التهاب الجيوب الأنفية.
, تخفيف العطس والحكة واحمرار العين
, انسداد الأنف و التهاب الحلق والحنجرة.
, نزلات البرد والعطس والكحة.
, الاكزيما والارتيكاريا والصدفية.",تلفاست 120 مجم 20 قرص 120 20  
Prisoline  eye/nasal drops 15 ml,https://www.dwaprices.com/upload/1675942759.jpg,مضادات الحساسية,Kahira,"chlorpheniramine,naphazoline",9,"
corneal vascularity.antihistamine combined with alpha 1 agonist",4بريزولين نقط عين/انف قطرة 15 مل  /  15 
Azelast plus 125/50 mcg nasal spray 25 ml,https://www.dwaprices.com/upload/1675503755.jpg,مضادات الحساسية,Hikma pharma,"azelastine,fluticasone propionate",53,"
مضاد للحساسية , مضاد للالتهاب",1ازيلاست بلاس 125/50 مكجم سبراي للانف 25 مل  125/50    25 
Histazine-1 10mg 30 tab,https://www.dwaprices.com/upload/1675594948.jpg,مضادات الحساسية,Amriya,cetirizine,46.5,"
مضاد حساسية",1هيستازين-1 10مجم 30 قرص-1 10 30 
Fenistil 1mg/ml oral drops 15 ml,https://dwaprices.com/upload/1634163723.jpg,مضادات الحساسية,Novartis > glaxo smithkline,dimetindene maleate,16,"
مضادة للحساسية للاطفال",1فنستيل نقط 15 مل 1/   15 
Alertam 120mg 10 f.c. tab,https://dwaprices.com/upload/1636737100.png,مضادات الحساسية,Mup,fexofenadine,8.5,"
علاج قوي لأعراض الحساسية.
, حالات التهاب الجيوب الأنفية.
, تخفيف العطس والحكة واحمرار العين
, انسداد الأنف و التهاب الحلق والحنجرة.
, نزلات البرد والعطس والكحة.
, الاكزيما والارتيكاريا والصدفية.",1اليرتام 120مجم 10 اقراص 120 10  
Clearest 14 caps,https://dwaprices.com/upload/1635258270.jpg,مضادات الحساسية,Chemipharm,"cetirizine,pseudoephedrine",21,"
علاج التهاب الجيوب الأنفية.
, حساسية وسيلان الأنف.
, احتقان الجيوب الأنفية.
, تخفيف التهاب الحلق.
, تقليل أعراض البرد والانفلونزا.",20 - كليريست كبسول 14 كبسولة 14 
Triactin 4mg 20 tab,https://dwaprices.com/upload/516315736.jpg,مضادات الحساسية,Kahira,cyproheptadine,15,"
فاتح شهية ومضاد للحساسية",3ترايكتين 20 قرص 4 20 
Betallerge 0.25/2 mg 30 tabs.,https://dwaprices.com/upload/1681564111.jpg,مضادات الحساسية,Penta pharma-egypt,"betamethasone,dexchlorpheniramine maleate",19.8,"
مضاد للحساسية , مضاد للالتهابات ,",2بيتاليرج 025/2مجم 30 قرص 025/2  30 
Fexon 120mg 10 f.c.tab,https://dwaprices.com/upload/1636736994.jpg,مضادات الحساسية,Hikma pharma,fexofenadine,13,"
علاج قوي لأعراض الحساسية.
, حالات التهاب الجيوب الأنفية.
, تخفيف العطس والحكة واحمرار العين
, انسداد الأنف و التهاب الحلق والحنجرة.
, نزلات البرد والعطس والكحة.
, الاكزيما والارتيكاريا والصدفية.",فيكسون 120مجم 10 اقراص 120 10 
Aerius 5mg 20 f.c. tab.,https://www.dwaprices.com/upload/1675595652.jpg,مضادات الحساسية,Schering plough > ramco,desloratadine,77,"
مضاد للحساسية , علاج نزلات البرد والانفلونزا , مضاد للالتهابات والتورم  , تقليل الالام",1ايريوس 5مجم 20 قرص 5 20  
Histafree 120mg 10 tab,https://dwaprices.com/upload/1636737063.jpg,مضادات الحساسية,Hi-pharm,fexofenadine,12,"
علاج قوي لأعراض الحساسية.
, حالات التهاب الجيوب الأنفية.
, تخفيف العطس والحكة واحمرار العين
, انسداد الأنف و التهاب الحلق والحنجرة.
, نزلات البرد والعطس والكحة.
, الاكزيما والارتيكاريا والصدفية.",2هيستافري 120مجم 10 اقراص 120 10 
Bilastigec 20 mg 20 tabs.,https://www.dwaprices.com/upload/1675607377.jpg,مضادات الحساسية,Atco pharma > zeta pharm,bilastine,36,"
مضاد للحساسية",2بيلاستيجك 20مجم 20 اقراص 20  20 
Sanzalera 180mg 14 f.c. tab.,https://www.dwaprices.com/upload/1675596867.jpg,مضادات الحساسية,Future pharmaceutical industries (fpi) > tabuk pharmaceutical manufacturing company,fexofenadine,23.4,"
antihistamine.antiallergy",2سانزاليرا 180مجم 14 قرص 180 14  
Hisatrup 10 mg 30 f.c. tabs.,https://www.dwaprices.com/upload/1675594922.jpg,مضادات الحساسية,Mash premiere,rupatadine,45.75,"
مضاد للحساسية , يخفف اعراض الرشح والتهاب الانف",1هيساتراب 10مجم 30 قرص 10  30  
Zyrtec 0.1% syrup 100ml,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,Glaxo smithkline,cetirizine,27,"
مضاد للحساسية",1زيرتك شراب 100 مل زجاجة 1% 01%  100
Phenadone syrup 100 ml,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,Arab drug company (adco),"chlorpheniramine,dexamethasone",12.5,"
مضاد للحساسية والالتهابات",3فينادون شراب 100 مل للحساسية والالتهابات  100 
Nostamine eye/nose drops 15 ml,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,Eipico,"chlorpheniramine,naphazoline",7,"
corneal vascularity.antihistamine combined with alpha 1 agonist",40 - نوستامين  قطرة للعين والانف 15 مل /  15 
Amocerebral plus  30 tabs.,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,Amoun,"cinnarizine,diphenhydramine",15,"
علاج الترجيع , تحسين الدورة الدموية لتقليل الغثيان , مضاد للالتهابات والالام",4اموسريبرال بلس اقراص 30 قرص   30 
Fernilar 20 tab,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,Egpi,desloratadine,18,"
مضاد للحساسية , تقليل الالام و الترورم , تقليل الالتهابات و الاحمرار و الحكة",2فيرنيلار 20قرص 20 
Fastel 120mg 10 tab,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,European egyptian pharm. ind.,fexofenadine,15,"
مضاد للحساسية __ يقلل الالتهابات و الحكة الجلدية __ علاج الأزمات التنفسية البسيطة",3فاستل 120 مجم 10 اقراص 120 10 
Lastlerge 10 mg 14 scored m.r. f.c. tabs,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,Medizen pharmaceutical industries,mizolastin,20,"
antihistamine.second-generation",3لاستليرج 10مجم 14 قرص 10  14    
Cetrak 10mg 20 tab,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,Pharco,cetirizine,31,"
antihistamine.antiallergy",2سيتراك 10مجم 20 اقراص 10 20 
Clarinase 14 repetabs.,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,Sedico > schering plough,"loratadine,pseudoephedrine",55,"
مضاد للحساسية , مضاد للالتهابات , تقليل الالام , علاج الجيوب الانفية",3كلارينيز 14 اقراص 14 
Delarex 5mg 20 f.c.tab.,https://dwaprices.com/upload/157939017.jpg,مضادات الحساسية,Global napi pharmaceuticals,desloratadine,20,"
مضاد للحساسية.",4ديلاركس 5مجم 20قرص 5 20 
Telfast 180mg 20 f.c. tabs,https://dwaprices.com/upload/1636736602.jpg,مضادات الحساسية,Sanofi,fexofenadine,75,"
علاج قوي لأعراض الحساسية.
, حالات التهاب الجيوب الأنفية.
, تخفيف العطس والحكة واحمرار العين
, انسداد الأنف و التهاب الحلق والحنجرة.
, نزلات البرد والعطس والكحة.
, الاكزيما والارتيكاريا والصدفية.",3تلفاست 180مجم 20 قرص 180 20  
Mosedin plus s.r. 10 caps,https://dwaprices.com/upload/1636736602.jpg,مضادات الحساسية,Amoun,"loratadine,pseudoephedrine",13.5,"
مضاد حساسية مع مضاد احتقان",4موسيدين بلاس اس ار 10 كبسولات   10 
Fastel 180mg 10 f.c. tab,https://dwaprices.com/upload/1636737022.jpg,مضادات الحساسية,European egyptian pharm. ind.,fexofenadine,16.5,"
علاج قوي لأعراض الحساسية.
, حالات التهاب الجيوب الأنفية.
, تخفيف العطس والحكة واحمرار العين
, انسداد الأنف و التهاب الحلق والحنجرة.
, نزلات البرد والعطس والكحة.
, الاكزيما والارتيكاريا والصدفية.",3فاستل 180مجم 10 اقراص 180 10  
Allercet 20 caps,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Global napi pharmaceuticals,"cetirizine,pseudoephedrine",18,"
علاج التهاب الجيوب الأنفية.
, حساسية وسيلان الأنف.
, احتقان الجيوب الأنفية.
, تخفيف التهاب الحلق.
, تقليل أعراض البرد والانفلونزا.",3الليرست 20 كبسولة 20 
Loratan 10mg m.r. 10 tab,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,T3a pharma,loratadine,16.5,"
مضاد للحساسية",4لوراتان 10مجم ام ار 10 قرص 10  10 
Vibrocil nasal gel 10 gm,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Novartis > glaxo smithkline,"dimethindene,phenylephrine",6,"
antihistamine.antipruritic.combined with alpha 1 agonist",5فيبروسيل جل للانف 10 جرام   10 
Levoctivan 5mg 30 f.c. tab.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Egpi > glenmark pharmaceuticals,levocetirizine,31.5,"
مضاد للحساسية.",4ليفوكتيفان 5مجم 30 قرص 5 30  
Bilastomed 20 mg 30 tabs,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Mash premiere,bilastine,72,"
مضاد للحساسية من الجيل الثاني",4بيلاستوميد 20مجم 30 قرص 20  30 
Pseudozin s.r. 10 caps,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Marcyrl co.,"cetirizine,pseudoephedrine",7,"
علاج التهاب الجيوب الأنفية.
, حساسية وسيلان الأنف.
, احتقان الجيوب الأنفية.
, تخفيف التهاب الحلق.
, تقليل أعراض البرد والانفلونزا.",4سودوزين اس ار 10 كبسولات  10 
Cinnarizine 25mg 20 tab.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Arab drug company.,cinnarizine,7.5,"
علاج الترجيع , علاج الدوار و الدوخة , الحفاظعلي سيولة الدم التي تصل الي المخ",5سيناريزين 25 مجم 20 قرص 25 20 
Anallerge 4 mg 60 tab.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Kahira,chlorpheniramine,12,"
مضاد للحساسية , تقليل الالتهابات , تقليل الحكة والاحمرار",7انالرج 4 مجم 60 قرص 4  60 
Orchinohist 0.25% eye dps. 3 ml,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Orchidia pharmaceutical industries,alcaftadine,45,"
مضادة للحساسية",50 - اوركينوهيست قطرة 025% عبوة 3 مل 025%   3 
Epirizine 10mg 10 tab.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Eipico,cetirizine,15.5,"
antihistamine.antiallergy",5ابيريزين 10مجم 10 اقراص 10 10 
Allerban 1mg/5ml syrup 100 ml,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,October pharma > multi-apex,ketotifen,12,"
مضاد للحساسية",6الليربان شراب 1مجم/5مل 100 مل 1/5  100 
Orchabepost 1.5% eye dps. 10 ml,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Orchidia pharmaceutical industries,bepotastine,45,"
مضادة للحساسية",4اوركابيبوست 15% قطرة عين 10 مل 15%   10 
Allergex 1.5% cream 20 gm,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Eipico,chlorphenoxamine,4.5,"
antihistamine.antiallergy",5اليرجيكس 15% كريم 20 جم 15%  20 
Fexofenadine-cid 120mg 20 f.c. tabs.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Cid,fexofenadine,12,"
antihistamine.antiallergy",5فيكسوفينادين-سيد 120مجم 20 قرص- 120 20  
Cerebal 25mg 20 tab.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Alexandria,cinnarizine,7.5,"
مضاد للقئ , يحسن الدورة الدموية",6سيريبال 25 جم 20 قرص 25 20 
Lergeblock 1.5% eye drops. 10 ml,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Rameda,bepotastine,45,"
مضاد للحساسية , مضاد للالتهابات في العين , تقليل الاحمرار والحكة في العين ,ترطيب العين",5ليرج بلوك 15% نقط للعين 10 مل 15%   10 
Desa 5mg 20 f.c.tab.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Delta pharma,desloratadine,30,"
antihistamine.antiallergy",5ديسا 10 اقراص 5 20 
Allerfen 180mg 20 f.c. tabs.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Amoun,fexofenadine,30,"
علاج الحساسية.",5اليرفين 180مجم 20 قرص 180 20  
Ebastel 10mg 10 tab.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Global napi pharmaceuticals,ebastine,12,"
مضاد للحساسية يستخدم في علاج الحساسية الموسمية",5ايباستيل 10مجم 10 اقراص 10 10 
Allergyl 4mg 200 tab.,https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Arab drug company.,chlorpheniramine,60,"
antihistamine.antiallergy",7اليرجيل 4مجم 200 قرص 4 200 
Avil retard 75mg 10 tab. (cancelled),https://dwaprices.com/upload/1635258391.jpg,مضادات الحساسية,Sanofi,pheniramine,6.75,"
مضاد للحساسية",6افيل ريتارد 75مجم 10 قرص  75 10  ()
