,category_name,company,effective_material,en_name,price,usage,ar_name
1881,قرحة المعدة,Aug pharma,esomeprazole,Esmorap 40mg 14 caps,72.0,"
قرحة المعدة والإثنى عشر",30 - ازموراب 40مجم 14 كبسولة 40 14 
1882,قرحة المعدة,Western pharmaceuticals industries,dexlansoprazole,Dexawest 30 mg 14 caps,44.0,"
peptic ulcer.proton pump inhibitor",3ديكساويست 30مجم 14 كبسولة 30  14 
1883,قرحة المعدة,Future pharmaceutical industries (fpi) > tabuk pharmaceutical manufacturing company,"omeprazole,sodium bicarbonate",Dudomez 40/1100mg 10 capsules,25.0,"
لعلاج حالات الحموضة وقرحة المعدة , حالات حرقان الصدر بسبب زيادة حامض المعدة",3دودوميز 40/1100 مجم 10 كبسولات 40/1100 10 
1884,قرحة المعدة,Hikma pharma,dexlansoprazole,Doxirazol 60 mg 14 cap,72.75,"
علاج القولون والمعدة المتقرحة , علاج الحموضة , علاج ارتجاع المرئ , تقليل الالام في المعدة , تقليل الانتفاخات",3دوكسيرازول 60 مجم 14 كبسوله 60  14 
1885,قرحة المعدة,Sigma > hochster pharmaceutical industries,esomeprazole,Nixprazole 40 mg 14 delayed rel. caps.,63.0,"
علاج تقرحات المعدة ,علاج ارتجاع المرئ , علاج الالام القولون والمعدة",3نيكسبرازول 40مجم 14 كبسولة ممتد المفعول 40  14   
1886,قرحة المعدة,Marcyrl co.,dexlansoprazole,Ulcezole 60mg 20 del. rel. capsules,104.0,"
قرحة المعدة والحموضة",3السيزول 60مجم 20 كبسولة 60 20   
1887,قرحة المعدة,Arab caps > biosystem pharmaceutical group,lansoprazole,Lanzyplex 15mg 10 capsules,25.75,"
للحموضة وقرحة المعدة",3لانزيبلكس 15مجم  10 كبسولات 15 10 
1888,قرحة المعدة,El-obour,lansoprazole,Zallanz 30 mg 30 delayed rel. capsules,90.0,"
قرحة المعدة والحموضة",3زلانز 30مجم 30 كبسولة 30  30   
1889,قرحة المعدة,International drug agency (idi) > mash premiere,dexlansoprazole,Lantopep 60 mg 30 caps.,156.0,"
ارتجاع المرئ , التهاب المرء التأكلي , قرحة المعدة والأثني عشر",3لانتوبيب 60مجم 30 كبسولة 60  30 
1890,قرحة المعدة,Sedico,omeprazole,Omepak 40mg 14 cap,33.5,"
علاج الحموضة وقرحة معدة",3اوميباك 40مجم 14 كبسولة 40 14 
1891,قرحة المعدة,Medizen pharmaceutical industries > paxal pharmaceutical,esomeprazole,Neximerican 40 mg 21 caps.,79.0,"
مضاد للحموضة ولعلاج حرقان الصدر وقرحة المعدة وارتجاع المريء",40 - نيكسيمريكان 40مجم 21 كبسولة 40  21 
1892,قرحة المعدة,Astra zeneca,esomeprazole,Nexium 20mg 28 f.c. tab.,196.0,"
قرحة المعدة والحموضة",4نيكسيوم 20مجم 28 قرص 20 28  
1893,قرحة المعدة,Copad pharma,esomeprazole,Ezogast 40mg 14 dela. rel. caps,80.0,"
للحموضة وقرحة المعدة",4ايزوجاست 40مجم 14 كبسولة ممتدة المفعول 40 14   
1894,قرحة المعدة,Global napi pharmaceuticals,rabeprazole sodium,Bepra 20mg 14 f.c. tab.,72.0,"
علاج قرحة المعدة.",4بيبرا 20مجم 14 قرص 20 14  
1895,قرحة المعدة,Amoun,famotidine,Antodine 20mg/2ml 3 amp,27.0,"
للحموضة - قرحة المعدة",4انتودين 20مجم/2مل 3 امبولات حقن عضل / وريد 20/2 3 
1896,قرحة المعدة,Atco pharma > atm pharmaceutical industries,esomeprazole,Atmiprazole 40 mg 10 caps.,34.5,"
علاج القولون العصبي , علاج تقرحات المعدة والقولون , تقليل الالام المعدة والاقولون",4اتميبرازول 40 مجم 10 كبسولات 40  10 
1897,قرحة المعدة,Grand pharma > mega pharma group,esomeprazole,Esomium 40mg 14 s.r. capsules,120.0,"
للحموضة وقرحة المعدة",4ايزوميوم 40مجم 14 كبسولة اس ار 40 14  
1898,قرحة المعدة,Global pharmaceutical industries,esomeprazole,Zomegipral 40mg powder for i.v. inf. vial,25.0,"
علاج التهابات القولون و لمعدة , تقليل التقلصات المعدة , تقليل الغازات و الانتفاخات",4زوميجيبرال 40مجم فيال وريدي 40     
1899,قرحة المعدة,Memphis,famotidine,Famotin 40mg 20 tab.,21.0,"
علاج قرحة المعدة",4فاموتين 40مجم 20 قرص 40 20 
1900,قرحة المعدة,Egpi > globe international pharmaceuticals,"omeprazole,sodium bicarbonate",Zarroprazole 20/1100mg 28 caps.,63.0,"
قرحة المعدة والحموضة",4زاروبرازول 20/1100مجم 28 كبسولة 20/1100 28 
1901,قرحة المعدة,Takeda,dexlansoprazole,Dexilant 60 mg 14 caps,154.0,"
علاج قرحة المعدة والأثنى عشر",50 - ديكسيلانت 60مجم 14 كبسولة 60  14 
1902,قرحة المعدة,Egpi,esomeprazole,Esmatac 40mg dr 14 caps.,42.0,"
قرحة المعدة والحموضة",5ازماتاك 40مجم 14 كبسولات 40  14 
1903,قرحة المعدة,Marcyrl co. > aug pharma,pantoprazole,Zurcal 20mg 14 gastro resistant tab,50.0,"
حرقان المعدة والصدر بسبب الحموضة.
, ارتجاع المريء.
, قرحة المعدة والإثنى عشر.
, للتخلص من جرثومة المعدة.
, تقرحات المريء بسبب ارتداد الحمض به.",5زوركال 20مجم 14 قرص 20 14   
1904,قرحة المعدة,Rameda,"omeprazole,sodium bicarbonate",Opranate 40/1680mg pd. for oral susp. 5 sachet,22.5,"
الحموضة , قرحة المعدة , حرقان الصدر , علاج ارتجاع المريء",5اوبرانيت اكياس 40/1680مجم بودرة لعمل معلق 5 كيس 40/1680     5 
1905,قرحة المعدة,Medizen pharmaceutical industries,rebamipide,Healioreptic 100 mg 20 f.c. tablets,35.0,"
قرحة المعدة",5هليوريبتيك 100مجم 20 قرص 100  20  
1906,قرحة المعدة,Eva pharma,esomeprazole,Esomelodan 20mg 20 enteric coated tab.,63.0,"
علاج قرحة المعدة والأثنى عشر",5ايزوميلودان 20مجم 20 قرص 20 20   
1907,قرحة المعدة,Zeta pharm > zeta pharm,vonoprazan,Vonseca 20mg 14 tab,73.0,"
لعلاج قرحة المعدة واضطرابات الجهاز الهضمي",5فونسيكا 20مجم 14 قرص 20 14 
1908,قرحة المعدة,Pharopharma,pantoprazole,Pantoprazole 40mg 14 tab.,46.0,"
علاج الحموضة المعدة",5بانتوبرازول 40مجم 14قرص 40 14 
1909,قرحة المعدة,Mup > almirall prodes-spain,famotidine,Gastrodomina 40mg 10 tab.,12.5,"
علاج قرحة المعدة والاثني عشر , علاج زيادة افرازات المعدة",5جاسترودومينا 40مجم 10 اقراص 40 10 
1910,قرحة المعدة,Novartis,pantoprazole,Antopral 40 mg 14 tab.,52.5,"
 حرقان المعدة والحموضة.
, قرحة المعدة والإثنى عشر.
, الارتجاع المعدي المريئي.
, علاج جرثومة المعدة الميكروب الحلزوني.",5انتوبرال 40 مجم 14 قرص 40  14 
1911,قرحة المعدة,Egpi > globe international pharmaceuticals,"omeprazole,sodium bicarbonate",Zarroprazole 20/1680mg 30 sachets,54.0,"
علاج القولون المتقرح , علاج القولون العصبي , تقليل حموضة المعدة",60 - زاروبرازول 20/1680 مجم 30 كيس 20/1680 30 
1912,قرحة المعدة,Pharco,famotidine,Rani-f 6 sachets effervescent,15.0,"
الحموضة وقرحة المعدة",6راني-ف فوار 6 اكياس- 6  
1913,قرحة المعدة,Sigma > sovalue pharma,pantoprazole,Pantazol 40mg 14 enteric coated tab.,41.0,"
علاج الحموضة.",6بانتازول 40مجم 14 قرص 40 14   
1914,قرحة المعدة,El nile. > aug pharma,pantoprazole,Zurcal 40mg i.v. vial,55.0,"
حرقان المعدة والصدر بسبب الحموضة.
, ارتجاع المريء والتهاب المعدة.
, قرحة المعدة والإثنى عشر.
, للتخلص من جرثومة المعدة.
, تقرحات المريء بسبب ارتداد الحمض به.",6زوركال 40 مجم  فيال للحقن الوريدي 40  
1915,قرحة المعدة,Global napi pharmaceuticals > global advanced pharmaceutical (gap),"omeprazole,sodium bicarbonate",Treato-ulc 14 caps.,36.0,"
قرحة معدة وحموضة",6تريتو الس 14 كبسول- 14 
1916,قرحة المعدة,Eva pharma > penta pharma-egypt,pantoprazole,Protoloc 20 mg 14 enteric coated tab.,30.0,"
قرحة المعدة , ارتجاع المرئ",6بروتولوك 20 مجم 14 قرص  20  14   
1917,قرحة المعدة,Debeiky,esomeprazole,Mepradeb 40 mg 14 del. rel. capsules,48.5,"
لعلاج قرحة المعدة والحموضة",6ميبراديب 40مجم 14 كبسولة 40  14   
1918,قرحة المعدة,Aug pharma,dexlansoprazole,Protolans 60 mg 20 capsules,104.0,"
قرحة المعدة والحموضة",6بروتولانس 60مجم 20 كبسولة 60  20 
1919,قرحة المعدة,Sigma > andalous pharma,"omeprazole,sodium bicarbonate",Omecarbex 40/1100mg 20 caps.,45.0,"
 لعلاج إرتجاع المري , لعلاج قرحة المعدة والإثنى عشر",6اوميكاربيكس ٤٠/١١٠٠ مجم ٢٠ كبسولة 40/1100 20 
1920,قرحة المعدة,Biopharm egypt > saja pharmaceuticals,esomeprazole,Biorazo 40mg 7 caps.,24.0,"
علاج القولون المتقرح , تقليل الالام القولون والمعدة , مضاد للارتجاع",6بيورازو 40 جرام 7 كبسولات 40 7 
1921,قرحة المعدة,انتاج :,omeprazole,Napizole 40 mg iv infusion vial,60.0,"
peptic ulcer.proton pump inhibitor",70 - نابيزول 40مجم فيال للتنقيط الوريدي 40    
1922,قرحة المعدة,Aug pharma,dexlansoprazole,Protolans 30 mg 14 caps.,44.0,"
قرحة المعدة والحموضة , ارتجاع المرئ",7بروتولانز 30 مجم 14 كبسولة  30  14 
1923,قرحة المعدة,Janssen cilag > soficopharm,rabeprazole sodium,Pariet 20mg 14 tab.,112.0,"
peptic ulcer.proton pump inhibitor",7بارايت 20مجم 14 اقراص 20 14 
1924,قرحة المعدة,Takeda > pharma over seas,pantoprazole,Controloc 40mg i.v.vial,77.0,"
علاج حموضة وقرحة المعدة.
, علاج ارتجاع المريء.
, في علاج جرثومة المعدة (الميكروب الحلزوني).
, تخفيف ألم المعدة عند البلع.",7كونترولوك 40مجم فيال وريد 40 
1925,قرحة المعدة,Pharopharma,omeprazole,Omez 20mg 14 caps.,30.5,"
 الحموضة وحرقة المعدة.
, قرحة المعدة والإثنى عشر.
, التهاب المعدة والمريء.
, ارتجاع المريء.
, في علاج جرثومة المعدة.",7اوميز 20مجم 14 كبسولة 20 14 
1926,قرحة المعدة,Sedico,omeprazole,Omepak 20mg 14 capsules,33.0,"
حموضة وقرحة معدة",7اوميباك 20مجم 14 كبسولة 20 14 
1927,قرحة المعدة,Sedico,famotidine,Famotak 20mg 20 f.c.tab.,11.0,"
peptic ulcer.anti-histamine.h2 antagonist",7فاموتاك 20مجم 20 قرص 20 20 
1928,قرحة المعدة,Marcyrl co. > pharma credo,rabeprazole sodium,Pacredo 20 mg 30 f.c. tabs,66.0,"
للحموضة وقرحة المعدة",7باكريدو 20مجم 30 قرص 20  30  
1929,قرحة المعدة,Novartis,pantoprazole,Antopral 20 mg 14 tab,36.0,"
علاج تقرحات المعدة والقولون , علاج القولون العصبي , تقليل الالام المعدة",7انتوبرال 20 مجم 14 قرص 20  14 
1930,قرحة المعدة,Sigma,omeprazole,Gastroloc 40mg 20 caps.,48.0,"
peptic ulcer.proton pump inhibitor",7جاسترولوك 40مجم 20 كبسولة 40 20 
1931,قرحة المعدة,Borg,omeprazole,Healsec 10mg 14 caps,18.0,"
علاج قرحة المعدة والأمعاء",80 - هيلسك 10مجم 14 كبسولة 10 14 
1932,قرحة المعدة,Atco pharma > zeta pharm,esomeprazole,Nexicure 20mg 20 f.c. tab.,52.66,"
peptic ulcer.proton pump inhibitor",8نيكسيكيور 20مجم 20 قرص  20 20  
1933,قرحة المعدة,Egpi>bioxell pharma,pantoprazole,Jerdazolin 40 mg 14 enteric coated tab,44.0,"
علاج تقرحات القولون والمعدة , تقليل الالام المعدة",8جيردازولين 40 مجم 14 قرص مغطي من المعدة 40  14   
1934,قرحة المعدة,Sanofi,pantoprazole,Maalox control 20 mg 14 tabs,30.0,"
قرحة المعدة , إرتجاع المرئ , الحموضة والحرقان",8مالوكس كنترول 20مجم 14 قرص  20  14 
1935,قرحة المعدة,Future pharmaceutical industries (fpi) > utopia pharmaceuticals company,"omeprazole,sodium bicarbonate",Downoprazol 20/1100mg 14 capsules,38.0,"
الحموضة وقرحة المعدة",8داونوبرازول 20/1100مجم 14 كبسولة 20/1100 14 
1936,قرحة المعدة,Rameda,"omeprazole,sodium bicarbonate",Opranate 20/1100mg 10 caps.,26.5,"
للحموضة وقرحة المعدة",8اوبرانيت 20/1100مجم 10 كبسولات 20/1100 10 
1937,قرحة المعدة,Egpi,esomeprazole,Esmatac 20mg dr 7caps.,21.6,"
قرحة معدة وحموضة",8ازماتاك 20مجم دي آر 7 كبسولات 20  7
1938,قرحة المعدة,Organopharma,esomeprazole,Esmopump 40mg 14 f.c. tabs.,66.0,"
peptic ulcer.proton pump inhibitor",8ايزموبمب 40 مجم 14 قرص 40 14  
1939,قرحة المعدة,Astra zeneca,esomeprazole,Nexium 40mg i.v. vial.,70.0,"
قرحة المعدة والحموضة",8نيكسيوم 40مجم فيال وريد 40  
1940,قرحة المعدة,Egpi > origin international pharma,esomeprazole,Orgixium 20 mg dr 21 caps,49.5,"
للحموضة وعلاج قرحة المعدة ,ارتجاع المريء والتهاب القولون",8اورجيكسيوم 20مجم 21 كبسولة 20   21 
1941,قرحة المعدة,Sigma tec > mup,pantoprazole,Pantoloc 40mg vial for inf,40.5,"
علاج حالات قرحة المعدة والاثنى عشر , حالات ارتجاع المريء والتهاب جدار المعدة",90 - بانتولوك 40مجم فيال حقن  40   
1942,قرحة المعدة,Future pharmaceutical industries (fpi),pantoprazole,Futapan 40 mg vial i.v.,33.5,"
peptic ulcer.proton pump inhibitor",9فوتابان 40مجم فيال وريدي 40   
1943,قرحة المعدة,Hikma pharma,omeprazole,Pepzol 40mg 7 caps,29.0,"
الحموضة وقرحة المعدة",9بيبزول 40مجم 7 كبسولات 40 7 
1944,قرحة المعدة,Biopharm egypt,dexlansoprazole,Dexolant 60 mg 7 caps.,18.0,"
يعمل علي قلة الارتجاع والحموضة , يقلل من التهابات المعدة , علاج قرحة المعدة",9دكسولانت 60مجم 7 كبسولات 60  7 
1945,قرحة المعدة,Aug pharma,rebamipide,Ulsorest 100mg 30 f.c. tab.,52.5,"
لعلاج قرحة المعدة",9ألسوريست 100 مجم أقراص 100 30  
1946,قرحة المعدة,P & c > planet cure,esomeprazole,Aig esomeprazole 40mg 21 caps.,150.0,"
peptic ulcer.proton pump inhibitor",9ايه اي جي ايزوميبرازول 40مجم 21 كبسولة  40 21 
1947,قرحة المعدة,Riva pharma s.a.e.,omeprazole,Omegastazole 20mg 14 caps.,18.0,"
للحموضة وقرحة المعدة",9اوميجاستازول 20مجم 14 كبسولة 20 14 
1948,قرحة المعدة,Borg,omeprazole,Healsec 40mg 14 caps.,45.0,"
peptic ulcer.proton pump inhibitor",9هيلسك 40مجم 14 كبسولة 40 14 
1949,قرحة المعدة,Aug pharma,esomeprazole,Esmorap 20mg 14 caps,39.0,"
peptic ulcer.proton pump inhibitor",9ازموراب 20مجم 14 كبسولة 20 14 
1950,قرحة المعدة,Biopharm egypt > saja pharmaceuticals,esomeprazole,Biorazo 20 mg hard gelatin 7 caps,13.0,"
علاج الحموضة ومشاكل المعدة وارتجاع المرئ",9بيورازو 20 مجم هارد جيلاتين 7 كبسولات 20    7 
1951,قرحة المعدة,Marcyrl co. > aug pharma,pantoprazole,Zurcal 40mg 5 gastro resistant tab.,16.5,"
حرقان المعدة والصدر بسبب الحموضة.
, ارتجاع المريء والتهاب المعدة.
, قرحة المعدة والإثنى عشر.
, للتخلص من جرثومة المعدة.
, تقرحات المريء بسبب ارتداد الحمض به.",100 - زوركال 40مجم 5 اقراص 40 5   
1952,المسكنات,Sanofi,paracetamol(acetaminophen),Doliprane 1gm 15 tab (Novaldol),24.0,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",دوليبران 1جرام 15 قرص 1 15  ()
1953,المسكنات,Zad,"aescine,diethylamine salicylate,heparinoid",Zadema gel 20 gm,6.5,"
مضاد للالتهابات , الكدمات , الالتواءات ,آلام الرقبة ,ألم الظهر ومسكن للالام ,والتهابات الوجه",زاديما جل 20 جم  20 
1954,المسكنات,Macro group pharmaceuticals,"menthol,chamomile,lavender,propylene glycol,glycerin",Frost gel 100 gm,60.0,"
مساج جل لالام العضلات
, لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",فروست جل 100 جرام  100 
1955,المسكنات,ADWIC,paracetamol,Paracetamol 500mg 20 tab,9.0,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",باراسيتامول 500 مجم 20 قرص 500 20 
1956,المسكنات,Amriya,ketorolac tromethamine,Ketolac 30mg/2ml 5 amp. for i.m./i.v. inf.,30.0,"
مسكن للألام - مضاد التهاب - مضاد للروماتيزم",كيتولاك 30مجم/2مل 5 أمبولات حقن عضل او تسريب وريدي 30/2 5   / 
1957,المسكنات,Egyptian company for cosmetics > parkville pharmaceuticals,"eucalyptus oil,menthol,camphor oil,cetyl myristoleate",Sulfax plus massage gel 120 gm,80.0,"
مسكن مضاد التهاب المفاصل والعظام والروماتيزم
, لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",سولفاكس بلس مساج جل 120 جرام    120 
1958,المسكنات,Cid > meda ab,"aescin,diethylamine salicylate",Reparil-gel n 40 gm,23.0,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",ريباريل جل 40 جرام-  40 
1959,المسكنات,Novartis,diclofenac potassium,Cataflam 50mg 20 sugar coated tab.,43.0,"
مسكن آلام - مضاد التهاب - خافض حرارة",كتافلام 50 مجم 20 قرص 50 20   
1960,المسكنات,Biomedical b. baumann gmbh > pharmacon,sodium hyaluronate,Viscoplus matrix 2.5% (75mg/3ml) intra-articular prefilled syringe,2500.0,"
مسكن ومضاد التهاب وملين لانسجة المفاصل",فيسكوبلس ماتريكس 25% حقن معبأة للحقن بالمفصل  25% (75/3) -  
1961,المسكنات,Italian cosmetics co. > octabiotic pharma,"camphor crystal,menthol crystal,clove extract,eucalyptus oil,panthenol,peppermint",Salgy massage cream 50 gm,50.0,"
مساج كريم للشد العضلي , تقليل الالام  العضلات , استرخاء العضلات
, لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",10 - سالجي مساج كريم 50 جم   50 
1962,المسكنات,Janssen cilag,fentanyl,Durogesic 100mcg/hr 5 transdermal patch,783.0,"
مسكن قوي للالام يجب ان تؤخذ تحت اشراف طبي",1ديوروجيسيك 100ميكروجرام /الساعة 5 لاصقة جلدية  100/ 5  
1963,المسكنات,انتاج :,,Move free 120 tab schiff,820.0,"
مسكن عام , يقلل الالتهابات , يقلل الالام العظام و الاسنان",1موف فري 120 قرص مستورد  120  
1964,المسكنات,Sanofi,ketoprofen,Bi-profenid 150mg 20 scored tabs.,20.0,"
 مسكن قوي للصداع وآلام الأسنان.
, آلام العظام والروماتيزم.
, آلام المفاصل والعضلات.
, خافض حرارة ومضاد التهاب.
, آلام النقرس وعرق النسا.
, آلام الركبتين والخشونة.
, آلام فقرات الظهر والرقبة.",1باي بروفينيد 150مجم 20 قرص- 150 20  
1965,المسكنات,Pharco,"camphor,diethylamine salicylate,menthol",Algason massage cream 40 gm,19.0,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",1الجازون كريم مساج 40 جرام   40 
1966,المسكنات,Eipico,benzydamine,Tantum verde 0.15% mouth wash 125 ml,11.5,"
مضمضة مطهرة للفم",1تانتم اخضر مضمضة للفم 125 مل  015%   125 
1967,المسكنات,Mup > mundipharma,tramadol,Tramundin 100mg s.r. 10 tab.,13.5,"
مسكن قوي  للالام  ,",1تراموندين 100مجم اس ار 10 اقراص 100  10 
1968,المسكنات,Orchidia pharmaceutical industries,"sodium hyaluronate,glycerin,sodium carboxymethylcellulose",Polyfresh extra eye drops 30*0.4 ml sdu,85.0,"
مسكن للعين ومضاد التهاب و بديل للدموع",1بولي فريش اكسترا قطرة عين 30  وحدة مفردة    30*04  
1969,المسكنات,Mundipharma > egyptian pharmaceutical trading company,oxycodone,Oxynorm 5mg 56 capsules,110.0,"
مسكن",1اوكسينورم 5مجم 56 كبسولة 5 56 
1970,المسكنات,Alexandria > glaxo smithkline,paracetamol(acetaminophen),Panadol advance 500mg 24 tablets,22.0,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",1بنادول ادفانس 24 اقراص  500 24 
1971,المسكنات,Pharco,"alpha pinene,anethol,beta pinene,borneol,camphene,cineol,fenchonel",Urinex 24 caps,15.0,"
مطهر للمسالك البولية , مسكن لتقلصات المسالك البولية , طادر لحصوات الكلى والمسالك البولية",20 - يورينكس 24 كبسولة 24 
1972,المسكنات,Egpi > salix pharma,cyclobenzaprine,Cycloflex 5 mg 20 f.c. tablets,27.0,"
 مسكن
, باسط لعضلات الجسم",2سيكلوفلكس 5 مجم 20 قرص 5  20  
1973,المسكنات,Misr,"hexamine,khellin,piperazine",Coli-urinal eff. gr. 60 gm,16.5,"
مسكن للالام , مضاد للبكتيريا بالجهاز البولي , تقليل الالام المصاحبة بالتبول
, علاج حالات املاح حمض اليوريك
, يستخدم في حالات النقرس الحادة.
, حالات التهاب المفاصل الناتج عن النقرس.
, لمنع تكوين الحصوات فى المسالك البولية.",2كولي يورينال 60 مجم فوار-   60 
1974,المسكنات,Global napi pharmaceuticals,cyclobenzaprine,Moveasy 10mg 20 f.c. tab,20.5,"
مسكن قوي للعظام والمفاصل , تساعد علي استرخاء العضلات",2موف ايزي 10مجم 20 قرص 10 20  
1975,المسكنات,El nile.,"atropine sulphate,colchicine,piperazine",Urosolvine eff. gran. 12 sachets,17.0,"
علاج حالات املاح حمض اليوريك
, يستخدم في حالات النقرس الحادة.
, حالات التهاب المفاصل الناتج عن النقرس.
, لمنع تكوين الحصوات فى المسالك البولية.",2يوروسولفين اكياس فوار 12 كيس   12 
1976,المسكنات,Memphis,"dipyrone(metamizole),vitamin c",Cevagine iv 3 amp.,14.75,"
نزلات البرد - مسكن خافض حرارة فيتامين سي",2سيفاجين 3 امبولات حقن وريد نزلات البرد  3 
1977,المسكنات,Amoun,"atropine sulphate,colchicine,khellin,piperazine",Urivin 10 eff. sachets,14.0,"
علاج حالات املاح حمض اليوريك
, يستخدم في حالات النقرس الحادة.
, حالات التهاب المفاصل الناتج عن النقرس.
, لمنع تكوين الحصوات فى المسالك البولية.
, النقرس الحاد والمزمن",2يوريفين فوار 10 اكياس 10  
1978,المسكنات,Marcyrl,"chlorzoxazone,ibuprofen",Mark fast 30 capsules,27.0,"
مسكن - باسط عضلات",2مارك فاست 30 كبسولة  30 
1979,المسكنات,Chemipharm > solvay,"diethylamine,myrtecaine,salicylic acid",Algesal suractive 40gm cream,18.0,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",2الجزال كريم  40 جرام  40 
1980,المسكنات,Macro group pharmaceuticals,"racemic mentolis,chamomile extract,propylene glycol,glycerin",Frost spray 100 ml,95.0,"
analgesic",2فروست بخاخ 100 مل  100 
1981,المسكنات,Novartis > sandoz,tizanidine,Sirdalud 4 mg 20 tab,31.5,"
باسط للعضلات , مسكن عام , تقليل الشد العضلي , تقليل الالتهابات , الاحساس بالراحة والاسترخاء , يساعد علي النوم",30 - سيردالود 4مجم 20 قرص 4  20 
1982,المسكنات,Chemipharm,nalbuphine,Nalukemi 10mg/ml 5 ampoules i.m./i.v,33.0,"
مسكن ومهديء جدول",3نالوكيمي 10مجم/مل 5 امبول عضل/وريد 10/ 5  /
1983,المسكنات,Mylan > sunny medical,sodium hyaluronate,Suplasyn 1-shot 60mg/6ml 1 intra-articular prefilled syringe.,1650.0,"
مضاد للالتهاب ومسكن لآلام المفاصل وملين للأنسجة",3سوبلاسين 1 شوت 60مجم/6مل  سرنجة معبأة للحقن بالمفصل 1- 60/6  
1984,المسكنات,Ivy sports medicine > international pionneers,sodium hyaluronate,Optivisc 30mg/3ml intra-articular prefilled syringe,241.25,"
مسكن مضاد التهاب المفاصل",3اوبتيفيسك 30مجم/3مل سرنجة للحقن بالمفصل 30/ 
1985,المسكنات,Pharopharma,baclofen,Mylobac 25mg 20 tabs.,16.0,"
باسط للعضلات ومسكن آلام",3ميلوباك 25مجم 20 قرص 25 20 
1986,المسكنات,Hi-care > linkopharm,"glucosamine,chondroitin sulphate,msm,emu oil,menthol,vitamin c,camphor",Universal cream 100 gm,55.0,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",3يونيفرسال كريم 100 جرام  100 
1987,المسكنات,Eva pharma,tramadol 150 mg,Ultradol 150 mg 12tab,20.0,"
مسكن عام قوي , يستخدم لالام الشديدة",3الترادول 150 جم 12 قرص 150  12
1988,المسكنات,Sina > health well egypt,capsicum - menthol - methyl salicylate,Urgent plus cream 50gm,38.0,"
لعلاج آلام العظام والروماتيزم والتهابات المفاصل.
, آلام الرقبة والظهر والركبتين.
, اوجاع عظام الصدر و الكتف.
, عرق النسا.
, يخفف من آلام الالتواءات والكدمات.",3ارجنت بلس كريم 50جرام لآلام العظام والعضلات   50
1989,المسكنات,Mentholatum limited - england > egypharma,"n-pentane,iso-butane,propane,n-butane,denatured ethanol,levomenthol",Deep freeze pain relief cold spray 150 ml,195.0,"
مسكن لالام الجسم والعضلات والعظام",3ديب فريز باين ريليف كولد سبراي بخاخ 150 مل      150 
1990,المسكنات,October pharma,diclofenac potassium - methocarbamol,Dimra 50mg 20 f.c. tablets,34.5,"
مسكن - باسط للعضلات",3ديمرا 50مجم 20 قرص 50 20  
1991,المسكنات,Amoun,nalbuphine,Nalufin 20mg/ml 5 amp.,70.0,"
analgesics.opioid",40 - نالوفين 20مجم/مل 5 امبولات 20/ 5 
1992,المسكنات,Macro group pharmaceuticals,"racemic mentolis,chamomile extract,propylene glycol,glycerin",Frost massager 100 ml,145.0,"
مسكن",4فروست مساجر 100 مل  100 
